was_die_roll,sent_message,message_received,system_time,logical_clock_time,length_of_queue
0,0,1,1677992262,0,0
1,0,0,1677992263,1,0
1,0,0,1677992264,2,0
1,0,0,1677992265,3,0
0,0,1,1677992266,4,0
0,0,1,1677992267,21,0
1,0,0,1677992268,22,0
1,0,0,1677992269,23,0
1,0,0,1677992270,24,0
1,0,0,1677992271,25,0
1,1,0,1677992272,26,0
1,1,0,1677992273,27,0
0,0,1,1677992274,28,0
1,0,0,1677992275,56,0
1,0,0,1677992276,57,0
1,1,0,1677992277,58,0
1,0,0,1677992278,59,0
1,0,0,1677992279,60,0
1,0,0,1677992280,61,0
1,1,0,1677992281,62,0
1,1,0,1677992282,63,0
1,1,0,1677992283,64,0
1,0,0,1677992284,65,0
1,0,0,1677992285,66,0
1,1,0,1677992286,67,0
1,0,0,1677992287,68,0
1,0,0,1677992288,69,0
0,0,1,1677992289,70,0
0,0,1,1677992290,155,0
1,1,0,1677992291,156,0
1,0,0,1677992292,157,0
0,0,1,1677992293,158,0
1,0,0,1677992294,182,0
1,1,0,1677992295,183,0
1,1,0,1677992296,184,0
1,1,0,1677992297,185,0
1,0,0,1677992298,186,0
0,0,1,1677992299,187,0
1,0,0,1677992300,216,0
1,0,0,1677992301,217,0
1,0,0,1677992302,218,0
0,0,1,1677992303,219,0
1,0,0,1677992304,231,0
1,1,0,1677992305,232,0
1,0,0,1677992306,233,0
1,1,0,1677992307,234,0
1,0,0,1677992308,235,0
1,0,0,1677992309,236,0
1,0,0,1677992310,237,0
1,0,0,1677992311,238,0
1,0,0,1677992312,239,0
1,1,0,1677992313,240,0
1,0,0,1677992314,241,0
1,1,0,1677992315,242,0
1,1,0,1677992316,243,0
1,1,0,1677992317,244,0
1,0,0,1677992318,245,0
1,1,0,1677992319,246,0
1,0,0,1677992320,247,0
1,1,0,1677992321,248,0
