was_die_roll,sent_message,message_received,system_time,logical_clock_time,length_of_queue
1,0,0,1677974158,0,0
1,0,0,1677974159,1,0
1,0,0,1677974159,2,0
1,0,0,1677974159,3,0
1,0,0,1677974159,4,0
1,0,0,1677974160,5,0
1,0,0,1677974160,6,0
0,0,1,1677974160,7,0
1,1,0,1677974161,8,0
1,0,0,1677974161,9,0
1,1,0,1677974161,10,0
1,0,0,1677974161,11,0
1,0,0,1677974162,12,0
1,1,0,1677974162,13,0
1,1,0,1677974162,14,0
1,0,0,1677974162,15,0
1,0,0,1677974163,16,0
1,0,0,1677974163,17,0
1,1,0,1677974163,18,0
1,0,0,1677974163,19,0
1,1,0,1677974164,20,0
1,0,0,1677974164,21,0
1,0,0,1677974164,22,0
1,0,0,1677974164,23,0
1,1,0,1677974165,24,0
1,1,0,1677974165,25,0
1,0,0,1677974165,26,0
1,0,0,1677974165,27,0
1,1,0,1677974166,28,0
1,0,0,1677974166,29,0
1,0,0,1677974166,30,0
1,0,0,1677974166,31,0
1,0,0,1677974167,32,0
1,0,0,1677974167,33,0
1,0,0,1677974167,34,0
1,0,0,1677974167,35,0
1,0,0,1677974168,36,0
1,1,0,1677974168,37,0
1,0,0,1677974168,38,0
1,0,0,1677974168,39,0
1,0,0,1677974169,40,0
1,1,0,1677974169,41,0
1,1,0,1677974169,42,0
1,1,0,1677974169,43,0
1,0,0,1677974170,44,0
1,0,0,1677974170,45,0
1,0,0,1677974170,46,0
1,0,0,1677974170,47,0
1,1,0,1677974171,48,0
1,1,0,1677974171,49,0
1,1,0,1677974171,50,0
1,1,0,1677974171,51,0
1,0,0,1677974172,52,0
1,0,0,1677974172,53,0
1,1,0,1677974172,54,0
1,0,0,1677974172,55,0
1,0,0,1677974173,56,0
1,0,0,1677974173,57,0
1,0,0,1677974173,58,0
1,0,0,1677974173,59,0
1,1,0,1677974174,60,0
1,1,0,1677974174,61,0
1,0,0,1677974174,62,0
1,0,0,1677974174,63,0
1,0,0,1677974175,64,0
1,0,0,1677974175,65,0
1,0,0,1677974175,66,0
1,1,0,1677974175,67,0
1,1,0,1677974176,68,0
1,1,0,1677974176,69,0
1,0,0,1677974176,70,0
1,1,0,1677974176,71,0
1,0,0,1677974177,72,0
1,0,0,1677974177,73,0
1,0,0,1677974177,74,0
1,1,0,1677974177,75,0
1,0,0,1677974178,76,0
1,1,0,1677974178,77,0
1,0,0,1677974178,78,0
1,0,0,1677974178,79,0
1,1,0,1677974179,80,0
1,0,0,1677974179,81,0
1,1,0,1677974179,82,0
1,0,0,1677974179,83,0
1,1,0,1677974180,84,0
1,0,0,1677974180,85,0
1,0,0,1677974180,86,0
1,0,0,1677974180,87,0
1,1,0,1677974181,88,0
1,0,0,1677974181,89,0
1,1,0,1677974181,90,0
0,0,1,1677974181,91,0
1,0,0,1677974182,92,0
1,0,0,1677974182,93,0
1,0,0,1677974182,94,0
1,0,0,1677974182,95,0
1,0,0,1677974183,96,0
1,0,0,1677974183,97,0
1,1,0,1677974183,98,0
1,0,0,1677974184,99,0
1,0,0,1677974184,100,0
1,1,0,1677974184,101,0
1,1,0,1677974184,102,0
1,1,0,1677974185,103,0
1,0,0,1677974185,104,0
1,0,0,1677974185,105,0
1,0,0,1677974185,106,0
1,0,0,1677974186,107,0
1,0,0,1677974186,108,0
1,1,0,1677974186,109,0
1,0,0,1677974186,110,0
0,0,1,1677974187,111,0
1,0,0,1677974187,112,0
1,0,0,1677974187,113,0
1,0,0,1677974187,114,0
1,0,0,1677974188,115,0
1,1,0,1677974188,116,0
1,1,0,1677974188,117,0
1,0,0,1677974188,118,0
1,1,0,1677974189,119,0
1,0,0,1677974189,120,0
1,0,0,1677974189,121,0
1,1,0,1677974189,122,0
1,0,0,1677974190,123,0
1,0,0,1677974190,124,0
1,1,0,1677974190,125,0
1,0,0,1677974190,126,0
1,1,0,1677974191,127,0
1,1,0,1677974191,128,0
1,0,0,1677974191,129,0
1,1,0,1677974191,130,0
1,0,0,1677974192,131,0
1,0,0,1677974192,132,0
1,1,0,1677974192,133,0
1,0,0,1677974192,134,0
1,0,0,1677974193,135,0
1,0,0,1677974193,136,0
1,0,0,1677974193,137,0
1,0,0,1677974193,138,0
1,0,0,1677974194,139,0
1,1,0,1677974194,140,0
1,1,0,1677974194,141,0
1,0,0,1677974194,142,0
1,0,0,1677974195,143,0
1,0,0,1677974195,144,0
1,0,0,1677974195,145,0
1,0,0,1677974195,146,0
1,0,0,1677974196,147,0
1,1,0,1677974196,148,0
1,1,0,1677974196,149,0
1,0,0,1677974196,150,0
1,0,0,1677974197,151,0
1,0,0,1677974197,152,0
1,0,0,1677974197,153,0
1,1,0,1677974197,154,0
1,0,0,1677974198,155,0
1,0,0,1677974198,156,0
1,1,0,1677974198,157,0
1,0,0,1677974198,158,0
1,0,0,1677974199,159,0
1,0,0,1677974199,160,0
1,1,0,1677974199,161,0
1,0,0,1677974199,162,0
1,0,0,1677974200,163,0
1,1,0,1677974200,164,0
1,1,0,1677974200,165,0
1,0,0,1677974200,166,0
1,1,0,1677974201,167,0
1,1,0,1677974201,168,0
1,1,0,1677974201,169,0
1,1,0,1677974201,170,0
1,1,0,1677974202,171,0
1,0,0,1677974202,172,0
1,1,0,1677974202,173,0
1,0,0,1677974202,174,0
1,1,0,1677974203,175,0
1,0,0,1677974203,176,0
1,1,0,1677974203,177,0
1,0,0,1677974203,178,0
1,0,0,1677974204,179,0
1,1,0,1677974204,180,0
1,0,0,1677974204,181,0
1,0,0,1677974205,182,0
1,1,0,1677974205,183,0
1,1,0,1677974205,184,0
1,0,0,1677974205,185,0
1,1,0,1677974206,186,0
1,0,0,1677974206,187,0
1,0,0,1677974206,188,0
1,0,0,1677974206,189,0
1,0,0,1677974207,190,0
1,1,0,1677974207,191,0
1,0,0,1677974207,192,0
1,0,0,1677974207,193,0
1,0,0,1677974208,194,0
1,0,0,1677974208,195,0
1,1,0,1677974208,196,0
1,1,0,1677974208,197,0
1,1,0,1677974209,198,0
1,0,0,1677974209,199,0
1,1,0,1677974209,200,0
1,0,0,1677974209,201,0
1,0,0,1677974210,202,0
1,0,0,1677974210,203,0
1,1,0,1677974210,204,0
1,0,0,1677974210,205,0
1,0,0,1677974211,206,0
1,0,0,1677974211,207,0
1,0,0,1677974211,208,0
1,0,0,1677974211,209,0
1,0,0,1677974212,210,0
1,0,0,1677974212,211,0
1,1,0,1677974212,212,0
1,0,0,1677974212,213,0
1,1,0,1677974213,214,0
1,0,0,1677974213,215,0
1,1,0,1677974213,216,0
1,0,0,1677974213,217,0
1,0,0,1677974214,218,0
1,0,0,1677974214,219,0
1,0,0,1677974214,220,0
1,1,0,1677974214,221,0
1,1,0,1677974215,222,0
1,1,0,1677974215,223,0
1,0,0,1677974215,224,0
1,1,0,1677974215,225,0
1,1,0,1677974216,226,0
1,0,0,1677974216,227,0
1,0,0,1677974216,228,0
1,1,0,1677974216,229,0
1,0,0,1677974217,230,0
1,0,0,1677974217,231,0
1,0,0,1677974217,232,0
1,0,0,1677974217,233,0
1,0,0,1677974218,234,0
1,1,0,1677974218,235,0
1,0,0,1677974218,236,0
1,1,0,1677974218,237,0
