was_die_roll,sent_message,message_received,system_time,logical_clock_time,length_of_queue
1,1,0,1677991973,0,0
0,0,1,1677991973,1,0
1,0,0,1677991974,2,0
1,1,0,1677991974,3,0
1,1,0,1677991974,4,0
0,0,1,1677991975,5,0
1,1,0,1677991975,6,0
1,0,0,1677991975,7,0
1,1,0,1677991976,8,0
1,1,0,1677991976,9,0
1,1,0,1677991976,10,0
1,1,0,1677991977,11,0
1,1,0,1677991977,12,0
0,0,1,1677991977,13,0
0,0,1,1677991978,14,0
1,0,0,1677991978,15,0
1,0,0,1677991978,16,0
1,0,0,1677991979,17,0
1,1,0,1677991979,18,0
0,0,1,1677991979,19,0
1,1,0,1677991980,20,0
1,1,0,1677991980,21,0
0,0,1,1677991981,22,0
0,0,1,1677991981,23,0
1,0,0,1677991981,24,0
1,0,0,1677991982,25,0
1,1,0,1677991982,26,0
1,1,0,1677991982,27,0
1,1,0,1677991983,28,0
1,1,0,1677991983,29,0
1,1,0,1677991983,30,0
1,1,0,1677991984,31,0
1,1,0,1677991984,32,0
1,0,0,1677991984,33,0
0,0,1,1677991985,34,0
1,1,0,1677991985,35,0
1,0,0,1677991985,36,0
0,0,1,1677991986,37,0
0,0,1,1677991986,38,0
1,0,0,1677991986,39,0
1,0,0,1677991987,40,0
1,1,0,1677991987,41,0
1,1,0,1677991987,42,0
1,1,0,1677991988,43,0
1,1,0,1677991988,44,0
1,1,0,1677991988,45,0
1,1,0,1677991989,46,0
1,1,0,1677991989,47,0
1,1,0,1677991989,48,0
1,1,0,1677991990,49,0
1,0,0,1677991990,50,0
1,0,0,1677991990,51,0
0,0,1,1677991991,52,0
1,0,0,1677991991,53,0
1,1,0,1677991991,54,0
1,1,0,1677991992,55,0
1,1,0,1677991992,56,0
1,1,0,1677991992,57,0
0,0,1,1677991993,58,0
1,0,0,1677991993,59,0
1,0,0,1677991993,60,0
0,0,1,1677991994,61,0
0,0,1,1677991994,62,0
1,1,0,1677991994,63,0
1,1,0,1677991995,64,0
1,0,0,1677991995,65,0
1,0,0,1677991995,66,0
1,1,0,1677991996,67,0
0,0,1,1677991996,68,0
1,0,0,1677991996,69,0
1,1,0,1677991997,70,0
0,0,1,1677991997,71,0
1,1,0,1677991997,72,0
1,1,0,1677991998,73,0
1,1,0,1677991998,74,0
1,1,0,1677991998,75,0
1,1,0,1677991999,76,0
1,0,0,1677991999,77,0
1,1,0,1677991999,78,0
1,1,0,1677992000,79,0
0,0,1,1677992000,80,0
1,1,0,1677992000,81,0
1,1,0,1677992001,82,0
1,0,0,1677992001,83,0
1,1,0,1677992001,84,0
1,1,0,1677992002,85,0
1,1,0,1677992002,86,0
1,0,0,1677992002,87,0
1,0,0,1677992003,88,0
1,1,0,1677992003,89,0
1,1,0,1677992003,90,0
0,0,1,1677992004,91,0
0,0,1,1677992004,92,0
1,1,0,1677992004,93,0
0,0,1,1677992005,94,0
1,1,0,1677992005,95,0
1,1,0,1677992005,96,0
1,1,0,1677992006,97,0
1,0,0,1677992006,98,0
1,0,0,1677992006,99,0
1,0,0,1677992007,100,0
1,1,0,1677992007,101,0
1,1,0,1677992007,102,0
1,0,0,1677992008,103,0
0,0,1,1677992008,104,0
1,1,0,1677992008,105,0
1,1,0,1677992009,106,0
1,1,0,1677992009,107,0
1,1,0,1677992009,108,0
1,1,0,1677992010,109,0
1,0,0,1677992010,110,0
1,1,0,1677992010,111,0
1,1,0,1677992011,112,0
1,1,0,1677992011,113,0
1,1,0,1677992011,114,0
1,1,0,1677992012,115,0
0,0,1,1677992012,116,0
1,1,0,1677992012,117,0
1,0,0,1677992013,118,0
1,0,0,1677992013,119,0
0,0,1,1677992014,120,0
1,0,0,1677992014,121,0
1,1,0,1677992014,122,0
1,1,0,1677992015,123,0
1,0,0,1677992015,124,0
1,1,0,1677992015,125,0
1,1,0,1677992016,126,0
1,1,0,1677992016,127,0
1,0,0,1677992016,128,0
0,0,1,1677992017,129,0
1,1,0,1677992017,130,0
1,1,0,1677992017,131,0
0,0,1,1677992018,132,0
1,1,0,1677992018,133,0
1,1,0,1677992018,134,0
1,1,0,1677992019,135,0
1,0,0,1677992019,136,0
0,0,1,1677992019,137,0
1,1,0,1677992020,138,0
1,1,0,1677992020,139,0
0,0,1,1677992020,140,0
1,0,0,1677992021,141,0
1,1,0,1677992021,142,0
0,0,1,1677992021,143,0
1,0,0,1677992022,144,0
1,1,0,1677992022,145,0
1,1,0,1677992022,146,0
1,0,0,1677992023,147,0
1,0,0,1677992023,148,0
1,0,0,1677992023,149,0
1,0,0,1677992024,150,0
1,0,0,1677992024,151,0
0,0,1,1677992024,152,0
1,0,0,1677992025,153,0
1,1,0,1677992025,154,0
1,1,0,1677992025,155,0
0,0,1,1677992026,156,0
1,1,0,1677992026,157,0
0,0,1,1677992026,158,0
1,1,0,1677992027,159,0
1,1,0,1677992027,160,0
0,0,1,1677992027,161,0
1,0,0,1677992028,162,0
1,1,0,1677992028,163,0
1,0,0,1677992028,164,0
1,1,0,1677992029,165,0
1,1,0,1677992029,166,0
1,1,0,1677992029,167,0
0,0,1,1677992030,168,0
1,0,0,1677992030,169,0
0,0,1,1677992030,170,0
0,0,1,1677992031,171,0
1,1,0,1677992031,172,0
1,1,0,1677992031,173,0
0,0,1,1677992032,174,0
1,0,0,1677992032,175,0
0,0,1,1677992032,176,0
1,1,0,1677992033,177,0
1,1,0,1677992033,178,0
