was_die_roll, sent_message, message_received, system_time, logical_clock_time, length_of_queue
1, 1, 0, Fri Mar  3 16:31:48 2023, 0, 0
1, 0, 0, Fri Mar  3 16:31:48 2023, 1, 0
1, 1, 0, Fri Mar  3 16:31:49 2023, 2, 0
0, 0, 1, Fri Mar  3 16:31:49 2023, 3, 0
1, 1, 0, Fri Mar  3 16:31:50 2023, 10, 0
0, 0, 1, Fri Mar  3 16:31:50 2023, 11, 0
1, 1, 0, Fri Mar  3 16:31:51 2023, 16, 0
1, 0, 0, Fri Mar  3 16:31:51 2023, 17, 0
0, 0, 1, Fri Mar  3 16:31:52 2023, 18, 0
1, 0, 0, Fri Mar  3 16:31:52 2023, 26, 0
0, 0, 1, Fri Mar  3 16:31:53 2023, 27, 0
0, 0, 1, Fri Mar  3 16:31:53 2023, 32, 0
1, 0, 0, Fri Mar  3 16:31:54 2023, 33, 0
0, 0, 1, Fri Mar  3 16:31:54 2023, 34, 0
1, 0, 0, Fri Mar  3 16:31:55 2023, 41, 0
0, 0, 1, Fri Mar  3 16:31:55 2023, 42, 0
0, 0, 1, Fri Mar  3 16:31:56 2023, 43, 0
0, 0, 1, Fri Mar  3 16:31:56 2023, 48, 0
1, 0, 0, Fri Mar  3 16:31:57 2023, 52, 0
0, 0, 1, Fri Mar  3 16:31:57 2023, 53, 0
1, 0, 0, Fri Mar  3 16:31:58 2023, 56, 0
1, 1, 0, Fri Mar  3 16:31:58 2023, 57, 0
1, 1, 0, Fri Mar  3 16:31:59 2023, 58, 0
1, 0, 0, Fri Mar  3 16:31:59 2023, 59, 0
0, 0, 1, Fri Mar  3 16:32:00 2023, 60, 1
0, 0, 1, Fri Mar  3 16:32:00 2023, 71, 0
0, 0, 1, Fri Mar  3 16:32:01 2023, 72, 0
1, 0, 0, Fri Mar  3 16:32:01 2023, 78, 0
1, 0, 0, Fri Mar  3 16:32:02 2023, 79, 0
1, 0, 0, Fri Mar  3 16:32:02 2023, 80, 0
0, 0, 1, Fri Mar  3 16:32:03 2023, 81, 0
0, 0, 1, Fri Mar  3 16:32:03 2023, 89, 0
1, 0, 0, Fri Mar  3 16:32:04 2023, 92, 0
1, 1, 0, Fri Mar  3 16:32:04 2023, 93, 0
0, 0, 1, Fri Mar  3 16:32:05 2023, 94, 0
0, 0, 1, Fri Mar  3 16:32:05 2023, 102, 1
0, 0, 1, Fri Mar  3 16:32:06 2023, 104, 2
0, 0, 1, Fri Mar  3 16:32:06 2023, 105, 3
0, 0, 1, Fri Mar  3 16:32:07 2023, 107, 3
0, 0, 1, Fri Mar  3 16:32:07 2023, 109, 2
0, 0, 1, Fri Mar  3 16:32:08 2023, 110, 1
0, 0, 1, Fri Mar  3 16:32:08 2023, 111, 1
0, 0, 1, Fri Mar  3 16:32:09 2023, 113, 0
1, 0, 0, Fri Mar  3 16:32:09 2023, 122, 0
1, 0, 0, Fri Mar  3 16:32:10 2023, 123, 0
0, 0, 1, Fri Mar  3 16:32:10 2023, 124, 0
1, 0, 0, Fri Mar  3 16:32:11 2023, 130, 0
0, 0, 1, Fri Mar  3 16:32:11 2023, 131, 0
1, 0, 0, Fri Mar  3 16:32:12 2023, 137, 0
0, 0, 1, Fri Mar  3 16:32:12 2023, 138, 0
1, 0, 0, Fri Mar  3 16:32:13 2023, 147, 0
1, 0, 0, Fri Mar  3 16:32:13 2023, 148, 0
1, 0, 0, Fri Mar  3 16:32:14 2023, 149, 0
0, 0, 1, Fri Mar  3 16:32:14 2023, 150, 1
0, 0, 1, Fri Mar  3 16:32:15 2023, 157, 1
0, 0, 1, Fri Mar  3 16:32:15 2023, 158, 1
0, 0, 1, Fri Mar  3 16:32:16 2023, 160, 1
0, 0, 1, Fri Mar  3 16:32:16 2023, 165, 0
0, 0, 1, Fri Mar  3 16:32:17 2023, 167, 1
0, 0, 1, Fri Mar  3 16:32:17 2023, 173, 0
0, 0, 1, Fri Mar  3 16:32:18 2023, 174, 0
