was_die_roll,sent_message,message_received,system_time,logical_clock_time,length_of_queue
1,0,0,1678041854,0,0
0,0,1,1678041854,1,1
1,0,0,1678041854,2,0
1,0,0,1678041854,3,0
0,0,1,1678041854,4,1
1,0,0,1678041854,5,0
1,1,0,1678041855,6,0
1,1,0,1678041855,7,0
1,0,0,1678041855,8,0
1,0,0,1678041855,9,0
1,1,0,1678041855,10,0
1,1,0,1678041855,11,0
1,0,0,1678041856,12,0
0,0,1,1678041856,13,1
1,1,0,1678041856,14,0
1,0,0,1678041856,15,0
1,0,0,1678041856,16,0
0,0,1,1678041856,17,1
0,0,1,1678041857,18,1
1,1,0,1678041857,19,0
1,0,0,1678041857,20,0
0,0,1,1678041857,21,2
0,0,1,1678041857,22,2
0,0,1,1678041857,23,1
1,1,0,1678041858,24,0
1,0,0,1678041858,25,0
0,0,1,1678041858,26,1
0,0,1,1678041858,27,1
1,0,0,1678041858,28,0
1,0,0,1678041858,29,0
1,0,0,1678041859,30,0
0,0,1,1678041859,31,1
1,0,0,1678041859,32,0
1,0,0,1678041859,33,0
1,0,0,1678041859,34,0
1,0,0,1678041859,35,0
1,0,0,1678041860,36,0
1,0,0,1678041860,37,0
0,0,1,1678041860,38,1
1,0,0,1678041860,39,0
1,0,0,1678041860,40,0
1,0,0,1678041860,41,0
1,0,0,1678041861,42,0
0,0,1,1678041861,43,1
1,1,0,1678041861,44,0
1,0,0,1678041861,45,0
1,0,0,1678041861,46,0
1,0,0,1678041862,47,0
0,0,1,1678041862,48,1
1,0,0,1678041862,49,0
1,0,0,1678041862,50,0
1,0,0,1678041862,51,0
1,0,0,1678041862,52,0
1,0,0,1678041863,53,0
1,0,0,1678041863,54,0
1,0,0,1678041863,55,0
1,1,0,1678041863,56,0
1,0,0,1678041863,57,0
0,0,1,1678041863,58,1
1,1,0,1678041864,59,0
0,0,1,1678041864,60,1
1,0,0,1678041864,61,0
0,0,1,1678041864,62,1
1,0,0,1678041864,63,0
1,0,0,1678041864,64,0
0,0,1,1678041865,65,1
0,0,1,1678041865,66,1
1,1,0,1678041865,67,0
1,0,0,1678041865,68,0
0,0,1,1678041865,69,1
1,0,0,1678041865,70,0
0,0,1,1678041866,71,1
0,0,1,1678041866,72,1
1,1,0,1678041866,73,0
1,0,0,1678041866,74,0
1,0,0,1678041866,75,0
1,0,0,1678041866,76,0
1,0,0,1678041867,77,0
0,0,1,1678041867,78,1
1,0,0,1678041867,79,0
1,0,0,1678041867,80,0
0,0,1,1678041867,81,2
0,0,1,1678041867,82,1
1,0,0,1678041868,83,0
1,0,0,1678041868,84,0
1,1,0,1678041868,85,0
1,0,0,1678041868,86,0
1,0,0,1678041868,87,0
0,0,1,1678041869,88,1
1,0,0,1678041869,89,0
1,0,0,1678041869,90,0
0,0,1,1678041869,91,1
0,0,1,1678041869,92,1
1,0,0,1678041869,93,0
1,1,0,1678041870,94,0
1,0,0,1678041870,95,0
1,0,0,1678041870,96,0
1,1,0,1678041870,97,0
1,1,0,1678041870,98,0
1,0,0,1678041870,99,0
0,0,1,1678041871,100,1
1,1,0,1678041871,101,0
1,0,0,1678041871,102,0
1,1,0,1678041871,103,0
1,0,0,1678041871,104,0
1,1,0,1678041871,105,0
1,0,0,1678041872,106,0
1,0,0,1678041872,107,0
0,0,1,1678041872,108,2
0,0,1,1678041872,109,1
1,0,0,1678041872,110,0
1,0,0,1678041872,111,0
1,0,0,1678041873,112,0
1,0,0,1678041873,113,0
1,0,0,1678041873,114,0
1,0,0,1678041873,115,0
1,0,0,1678041873,116,0
0,0,1,1678041873,117,2
0,0,1,1678041874,118,1
1,1,0,1678041874,119,0
1,0,0,1678041874,120,0
1,1,0,1678041874,121,0
1,0,0,1678041874,122,0
1,0,0,1678041874,123,0
1,0,0,1678041875,124,0
1,1,0,1678041875,125,0
1,0,0,1678041875,126,0
1,1,0,1678041875,127,0
0,0,1,1678041875,128,1
1,1,0,1678041876,129,0
1,0,0,1678041876,130,0
0,0,1,1678041876,131,1
0,0,1,1678041876,132,1
1,1,0,1678041876,133,0
1,1,0,1678041876,134,0
1,1,0,1678041877,135,0
1,0,0,1678041877,136,0
1,1,0,1678041877,137,0
1,1,0,1678041877,138,0
1,1,0,1678041877,139,0
1,1,0,1678041877,140,0
1,1,0,1678041878,141,0
1,0,0,1678041878,142,0
1,0,0,1678041878,143,0
0,0,1,1678041878,144,1
0,0,1,1678041878,145,1
1,1,0,1678041878,146,0
1,0,0,1678041879,147,0
0,0,1,1678041879,148,1
1,0,0,1678041879,149,0
1,0,0,1678041879,150,0
0,0,1,1678041879,151,1
0,0,1,1678041879,152,1
0,0,1,1678041880,153,1
1,0,0,1678041880,154,0
0,0,1,1678041880,155,1
1,0,0,1678041880,156,0
1,0,0,1678041880,157,0
1,0,0,1678041880,158,0
1,0,0,1678041881,159,0
1,0,0,1678041881,160,0
1,0,0,1678041881,161,0
1,1,0,1678041881,162,0
1,0,0,1678041881,163,0
1,0,0,1678041881,164,0
0,0,1,1678041882,165,1
0,0,1,1678041882,166,1
0,0,1,1678041882,167,1
1,0,0,1678041882,168,0
0,0,1,1678041882,169,2
0,0,1,1678041882,170,1
1,0,0,1678041883,171,0
0,0,1,1678041883,172,1
1,0,0,1678041883,173,0
0,0,1,1678041883,174,1
1,1,0,1678041883,175,0
1,0,0,1678041883,176,0
1,0,0,1678041884,177,0
0,0,1,1678041884,178,1
1,1,0,1678041884,179,0
1,0,0,1678041884,180,0
0,0,1,1678041884,181,1
1,1,0,1678041885,182,0
1,0,0,1678041885,183,0
0,0,1,1678041885,184,1
1,0,0,1678041885,185,0
1,0,0,1678041885,186,0
0,0,1,1678041885,187,1
1,1,0,1678041886,188,0
1,0,0,1678041886,189,0
1,1,0,1678041886,190,0
1,0,0,1678041886,191,0
1,0,0,1678041886,192,0
1,1,0,1678041886,193,0
0,0,1,1678041887,194,1
0,0,1,1678041887,195,1
1,0,0,1678041887,196,0
1,0,0,1678041887,197,0
1,0,0,1678041887,198,0
1,1,0,1678041887,199,0
1,0,0,1678041888,200,0
1,0,0,1678041888,201,0
1,0,0,1678041888,202,0
0,0,1,1678041888,203,1
0,0,1,1678041888,204,1
0,0,1,1678041888,205,2
0,0,1,1678041889,206,1
1,0,0,1678041889,207,0
1,0,0,1678041889,208,0
1,0,0,1678041889,209,0
1,0,0,1678041889,210,0
0,0,1,1678041889,211,1
1,0,0,1678041890,212,0
1,0,0,1678041890,213,0
0,0,1,1678041890,214,1
1,0,0,1678041890,215,0
1,0,0,1678041890,216,0
0,0,1,1678041890,217,1
0,0,1,1678041891,218,1
1,1,0,1678041891,219,0
1,0,0,1678041891,220,0
1,0,0,1678041891,221,0
